CODFILIAL;NUMPED;CNPJ_FORNECEDOR;FORNECEDOR;CNPJ_CLIENTE;CLIENTE;ESTADO;TOTAL_FATURADO;VALOR_DEVOLVIDO
5;525037496;794919;EMS S/A;75779,0;N P LOPES FARMACIA ME;MA;1081,01;
1;1993004829;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;81377,0;NOSSA SENHORA APARECIDA MEDICAMENTOS LTDA;CE;1384,4;
3;5950012201;789603;SOFTYS BRASIL LTDA;20039,0;JAMILLY ALVES COMERCIO DE MEDICAMENTOS;CE;9389,54;
3;33014131;789603;SOFTYS BRASIL LTDA;91357,0;FARMACIA POPULAR PACAJUS LTDA;CE;1004,46;
1;1117025179;33766;CIFARMA CIENTIFICA FARMAC LTDA;97864,0;J C COMERCIO DE MEDICAMENTOS LTDA;CE;754,69;
1;610077887;53333;GERMED FARMACEUTICA LTDA;80564,0;COMERCIAL DE MEDICAMENTOS SOLONOPOLE LTDA;CE;1830,12;
5;2000002864;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;95683,0;MJ EMPREENDIMENTO LTDA;MA;556,23;
1;1075043283;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;96259,0;R F GOMES DE MACEDO;CE;2137,91;
3;1327003318;789112;MILI SA;96474,0;CICERO ROSEO FERREIRA;CE;266,54;
1;1116030130;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;91259,0;M A COMERCIAL DE MEDICAMENTOS LTDA;CE;3053,27;3053,27
8;2249001295;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;103658,0;STERFANY CUNHA DE ARAUJO;PE;2733,89;
3;1324004261;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;80467,0;F L FEITOSA COMERCIO DE MEDICAMENTOS LTDA ME;CE;1890,94;
8;1907007441;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;103450,0;FARMA 7 DROGARIA LTDA;PE;355,19;355,19
5;2407001584;47252;HYPERA S.A;93039,0;A. V. UCHOA DA SILVA;MA;88,08;
5;1271023603;794919;EMS S/A;73032,0;RUBEM C PEREIRA-ME;MA;4825,48;
1;477047280;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;97697,0;F DE B VIEIRA ME;CE;1529,76;
7;4830877341;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;8018,0;FARMACIA FIGUEIREDO LTDA;BA;863,28;
7;2134007614;47252;HYPERA S.A;130471,0;FARMÁCIA MAIS SAÚDE SÃO ROQUE LTDA;BA;4250,85;
3;1518014573;789603;SOFTYS BRASIL LTDA;80636,0;SANTA BRANCA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;18387,86;
3;1203005254;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;92109,0;PRICILA GEISIANE DE SOUSA SILVA - ME;CE;2232,0;
1;424067265;47252;HYPERA S.A;121189,0;D DE CARVALHO VIEIRA GUEDES EIRELI ME;CE;1176,51;
1;483076004;795042;BVP DIST COM PROD P/SAUDE HIG PES COSM LTDA(FLORA COSMETICO);88665,0;PRODUTOS FARMACEUTICO NOGUEIRA;CE;1920,04;
7;1539009112;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;2415,0;TATIANE PEREIRA DOURADO PRADO;BA;248,0;
7;2087002915;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;3680,0;DROGACENTRO MEDIC E PERFUMARIA LTDA;BA;543,6;
3;1340004649;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;88968,0;N P COMERCIO DE MEDIC. LTDA;CE;4996,0;
3;2124001618;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;119544,0;FARMACIA NOGUEIRA 8 LTDA;CE;555,4;
3;4150034199;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;20039,0;IDEBERG JACO MAIA MEDICAMENTOS;CE;4228,2;
3;1869001865;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;131549,0;DROGARIA ALMEIDA GOMES LTDA;CE;2307,69;
1;58060481;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;80594,0;A.N.A SAMPAIO;CE;971,21;
8;2249001334;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;102238,0;NEILANE DA SILVA FREIRE MEDICAMENTOS;PE;1452,3;
2;2114005007;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;55107,0;MARIA RIBEIRO DE ALMEIDA CARDO;PI;590,58;
1;424067306;31267;MEDQUIMICA IND FARMACEUTICA S.;122334,0;CATARINA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;1052,73;
8;1142021467;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101723,0;FARMACIA G2 COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;PE;1920,25;
3;4000011585;789603;SOFTYS BRASIL LTDA;91427,0;VIDAL BARROSO V E A LTDA;CE;8283,08;
3;772310515;790595;CERAS JOHNSON LTDA;93555,0;FCNN COMERCIO DE MEDICAMENTOS LTDA;CE;536,55;
3;2133001959;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;86285,0;FARMACIA PROVIDA LTDA;CE;1797,0;100,14
1;285183523;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;81190,0;FARMACIA VIANA LTDA - ME;CE;1598,0;
3;2046003451;789603;SOFTYS BRASIL LTDA;94259,0;FARMACIA PORTELA EIRELI;CE;17918,24;
1;1993004547;47252;HYPERA S.A;86849,0;SUPERFARMA COMERCIO VAREJISTA DE MEDICAMENTOS EIRELI;CE;2655,17;
1;1465019851;30791;LABORATORIO TEUTO BRASILEIRO S/A;132758,0;CARIO ROGER CARVALHO ARAUJO LTDA;CE;729,12;
1;326120265;33928;GEOLAB IND FARMACEUTICA S/A;134193,0;BENEDITO VICENTE M F DE QUEIROZ LTDA;CE;63,2;
1;89086381;795042;BVP DIST COM PROD P/SAUDE HIG PES COSM LTDA(FLORA COSMETICO);129511,0;REALPHARMA LTDA;CE;4116,2;
1;1983006885;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;80467,0;FL FEITOSA 4 PRODUTOS FARMACEUTICOS LTDA;CE;918,96;
8;1601007802;789603;SOFTYS BRASIL LTDA;122071,0;FW4 ADMINISTRADORA E COMERCIO DE PRODUTOS FARMACEU;PE;2262,7;
1;483076292;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;98035,0;DROGARIA E V GOUVEIA LTDA  ME;CE;383,52;
1;953043877;790283;PHARLAB INDUSTRIA FARMACEUTICA S.A;86252,0;FARMACIA LUCIANA SAMPAIO DIOGENES ROLIM LTDA;CE;622,39;
1;89086214;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;93179,0;COMERCIAL DE MEDICAMENTOS COMPLEXO PHARMA LTDA;CE;3265,36;
3;1384013537;790094;DENTAL CLEAN - HIGIMASTER DIST DE PROD DE HIG LTDA;130759,0;D M G COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;165,08;
1;1993004548;47252;HYPERA S.A;86849,0;SUPERFARMA COMERCIO VAREJISTA DE MEDICAMENTOS EIRELI;CE;1629,53;
3;571011876;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;85007,0;FARMACIA GOTA MAIS FILIAL 06;CE;588,43;
1;1478012987;795042;BVP DIST COM PROD P/SAUDE HIG PES COSM LTDA(FLORA COSMETICO);80672,0;FARMACIA SAO JOSE IPU EIRELI;CE;1700,29;
2;2039005733;789603;SOFTYS BRASIL LTDA;96554,0;PH & SILVA DROGARIA LTDA;PI;4212,54;
2;2015012063;31305;LABORATORIO GLOBO LTDA;100366,0;M M G DE MORAES EIRELI;PI;298,32;
3;571012016;789603;SOFTYS BRASIL LTDA;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA;CE;1880,0;
1;82108270;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;85007,0;FARMACIA GOTA MAIS LTDA FILIAL02;CE;253,14;
7;4830877470;789603;SOFTYS BRASIL LTDA;8018,0;FARMA ROCHA PRODUTOS FARMACEUTICOS LTDA;BA;784,0;
5;2026001890;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;880,72;
1;1478013062;33928;GEOLAB IND FARMACEUTICA S/A;124020,0;FRANCISCO LAIO SOUSA MARTINS ME;CE;230,72;
3;33014132;789603;SOFTYS BRASIL LTDA;91357,0;FARMACIA POPULAR CENTRAL LTDA  ME;CE;1171,86;
1;1756012671;792019;TORRENT DO BRASIL LTDA;124934,0;M B DE SOUSA FILHO  ME;CE;1724,49;
3;33014061;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;89610,0;M DE OLIVEIRA SILVA COMERCIO DE MEDICAMENTOS LTDA ME;CE;2814,88;
3;634019924;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;81356,0;ULTRA POPULAR CASCAVEL LTDA;CE;0,0;
1;657036911;792019;TORRENT DO BRASIL LTDA;96730,0;GLORIENE MAGALHAES COSTA;CE;382,0;
3;772310363;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;93555,0;SILVA E GALVAO LTDA-FILIAL;CE;4020,96;
5;1271023609;5582;EMS S/A;123982,0;L B COSTA;MA;4030,46;
1;953043576;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;96743,0;FARMACIA PLANETA LTDA ME;CE;1366,94;1366,94
3;132025956;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;96743,0;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;CE;2054,48;
1;4510165413;33766;CIFARMA CIENTIFICA FARMAC LTDA;119268,0;GR MEDICAMENTOS LTDA;CE;720,16;
1;477047249;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;84077,0;F. M. DA CUNHA FARMACIA M.E.;CE;2812,72;
3;1372005785;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;89012,0;FARMACIA J. ARAGAO LTDA;CE;4326,18;
3;951006053;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;98035,0;DROGARIA E V GOUVEIA LTDA  ME;CE;600,18;
1;1117024737;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;133765,0;FREITAS E ROMAO MEDICAMENTOS LTDA;CE;184,2;
7;2375002851;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;127936,0;VIEIRA E PEDREIRA COMERCIO DE MEDICAMENTOS LTDA;BA;215,32;
7;1873004639;789603;SOFTYS BRASIL LTDA;7366,0;FARMACIAS F A LTDA;BA;8010,16;
5;2315002427;30791;LABORATORIO TEUTO BRASILEIRO S/A;91881,0;M DO L DE A F DE ANDRADE FARM. ;MA;886,73;
3;1983006453;790595;CERAS JOHNSON LTDA;80467,0;T H FEITOSA 1 PRODUTOS FARMACEUTICOS LTDA;CE;443,82;
8;1601007645;789603;SOFTYS BRASIL LTDA;102104,0;OSIEL BARBOZA DA SILVA FARMACIA - ME;PE;1855,15;
7;1939009001;31305;LABORATORIO GLOBO LTDA;601,0;FARMACIAS DA ECONOMIA LTDA;BA;7434,2;
5;1289019223;47252;HYPERA S.A;92867,0;ANTONIO L GONCALVES;MA;634,85;
5;2287001487;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;2073,03;
7;2500000057;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;131703,0;GERSON CARVALHO BARBOSA LTDA;BA;244,1;
5;2489000108;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;93814,0;L M CELLA DROGARIAS LTDA;MA;5021,44;
3;2124001597;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;119544,0;FARMACIA NOGUEIRA 8 LTDA;CE;805,04;
3;634019762;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;80918,0;FARMACIAS E DROGARIAS FELIX LTDA;CE;471,3;
8;1450013325;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;100901,0;M R DROGARIA LTDA;PE;6031,17;
7;2485000159;30241;KIMBERLY-CLARK BRASIL IND.E CO;11233,0;CELIA CRISTINA NASCIMENTO DOS ANJOS CRUZ;BA;269,94;
2;1293027640;31305;LABORATORIO GLOBO LTDA;54445,0;F C FERREIRA LOPES ME;PI;2626,57;
1;657036180;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;129293,0;B R LIMA  ME;CE;192,89;
2;1137050668;33057;NATULAB LABORATORIO LTDA;131377,0;J L DE OLIVEIRA MOURA FE LTDA;PI;839,64;
2;1137050668;33928;GEOLAB IND FARMACEUTICA S/A;131377,0;J L DE OLIVEIRA MOURA FE LTDA;PI;839,64;
3;1007015538;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;120864,0;MERCANTIL DLS DE ALIMENTOS LTDA;CE;1017,84;
7;2087002955;789603;SOFTYS BRASIL LTDA;3680,0;FARMACIA MODELO DE ILHEUS LTDA;BA;588,0;
2;2107008036;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;62243,0;DROGATEL FARMACIA LTDA;PI;3444,68;
3;772310518;790595;CERAS JOHNSON LTDA;93555,0;SILVA E GALVAO LTDA ME;CE;660,9;
3;1381005213;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;123829,0;R DA SILVA VIEIRA  ME;CE;463,86;
2;2171004717;792019;TORRENT DO BRASIL LTDA;118828,0;POP FARMA DRUGSTORE LTDA;PI;932,0;
3;33013983;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;91985,0;PSA EMPREENDIMENTOS FARMACEUTICOS LTDA;CE;2551,4;
3;1324004233;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;80467,0;T E G PRODUTOS FARMACEUTICOS;CE;359,96;
1;2251003377;47252;HYPERA S.A;71056,0;FARMACIA MONTEIRO E CASTRO LTDA ME;CE;428,84;
1;1101016062;792019;TORRENT DO BRASIL LTDA;96743,0;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;CE;775,88;
3;1007015552;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;130173,0;COMERCIAL JD LTDA;CE;684,56;
1;424067313;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;91310,0;FRANCISCO KYLLMANN OLIVEIRA DE;CE;1037,73;
1;1117024752;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;119544,0;NIELSON NOGUEIRA DOS SANTOS EIRELI ME;CE;179,97;
3;571011904;790595;CERAS JOHNSON LTDA;85007,0;POUPEFARMA COMERCIO VAREJISTA DE MEDICAMENTOS LTDA;CE;212,01;
1;89086409;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;129511,0;REALPHARMA LTDA;CE;4625,58;
3;1277005160;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;86861,0;FARMACIA CLAUDIONOR SOCIEDADE LTDA;CE;3859,72;112,61
8;1142021536;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101723,0;FARMEDAM COMERCIO DE MEDICAMENTOS LTDA.;PE;3839,64;
1;1117024695;47252;HYPERA S.A;80442,0;SAO MATEUS COM DE MEDICAMENTOS;CE;1552,2;
3;1298025309;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;85007,0;DROGARIA ULTRAPOPULAR PARAIPABA LTDA EPP;CE;260,72;
3;1298025287;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;85007,0;FARMANOSSA PRODUTOS FARMACEUTICOS LTDA ME LJ 12;CE;448,38;
1;1756012535;37273;LEGRAND PHARMA IND FARM LTDA;95799,0;J. DE S. SOARES;CE;265,06;
1;1064017781;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;80318,0;DROGAFARMA MASSAPEENSE LTDA;CE;778,77;
5;2026001891;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;96359,0;COMERCIO DE MEDICAMENTOS FENIX LTDA;MA;623,93;
3;1277005257;789603;SOFTYS BRASIL LTDA;86558,0;COMERCIO DE MEDICAMENTOS LANDIM LTDA ME;CE;726,94;
1;953044240;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;96743,0;COMERCIAL DE MEDICAMENTOS NOGUEIRA LTDA;CE;1651,23;
2;2114005212;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;100366,0;M M G DE MORAES EIRELI;PI;1261,41;
5;1254007429;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;91836,0;V S OLIVEIRA & CIA LTDA;MA;187,96;
1;1983007698;792019;TORRENT DO BRASIL LTDA;80467,0;G E T PRODUTOS FARMACEUTICOS LTDA;CE;534,8;
1;1983007692;792019;TORRENT DO BRASIL LTDA;80467,0;THAIS NOBREGA QUEIROGA FEITOSA;CE;152,8;
3;4000011567;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;85934,0;PEDRO EUNARDS BRAGA LIMA -EP;CE;415,92;
5;2000002778;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;75388,0;FARMACIA LUZ E VIDA LTDA;MA;5086,56;
5;2318003006;33286;MULTILAB IND E COM DE PROD FARMAC LTDA (MARCAS);71200,0;A WELITON P BRANDAO ME;MA;8605,51;
1;953043606;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;123144,0;FARMACIA UNIFARMA POPULAR LTDA;CE;719,88;
7;1259021925;47252;HYPERA S.A;10616,0;MARCOS EMANUEL DANTAS DE BRITTO;BA;522,52;
3;2245002345;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;133581,0;B DE F EVANGELISTA E CIA LTDA;CE;771,0;
1;1064017444;33928;GEOLAB IND FARMACEUTICA S/A;80318,0;DROGARIA DO ARCO LTDA;CE;1138,61;
3;1869001822;794671;PRINCIPIA ES COMERCIO DE COSMETICOS LTDA;87782,0;H E COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;CE;1234,73;
8;1907007412;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;121015,0;ARTUR SILVA E MATIAS PRODUTOS FARMACEUTICOS LTDA;PE;521,48;
3;1381005187;794029;WELLA BRASIL LTDA;81846,0;M.M REGO;CE;1552,63;
5;475040763;47252;HYPERA S.A;91859,0;LEAO XIII S LEITE;MA;1053,98;
1;2250003022;792019;TORRENT DO BRASIL LTDA;91357,0;FARMACIA POPULAR CENTRAL LTDA  ME;CE;856,38;
3;2124001594;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;119544,0;NIELSON NOGUEIRA DOS SANTOS EIRELI ME;CE;861,96;
3;5950012026;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;121394,0;ADRIANA DOS SANTOS MOREIRA ME;CE;5735,5;
7;2087002834;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;1136,0;EDMO SANTOS NASCIMENTO;BA;1391,52;
2;535041499;31305;LABORATORIO GLOBO LTDA;119061,0;SILVA & ROMAO LTDA;PI;786,69;
1;131059810;30;VITAMEDIC IND FARMACEUTICA LTDA;134097,0;REDE HIPERFARMA LTDA;CE;218,49;
3;1277005149;789603;SOFTYS BRASIL LTDA;86861,0;FARMACIA CLAUDIONOR SOCIEDADE LTDA;CE;9152,21;
1;42113824;792019;TORRENT DO BRASIL LTDA;86705,0;FARMACIA DA ECONOMIA NACIONAL LTDA;CE;117,78;
1;6570041898;47252;HYPERA S.A;93555,0;FCNN COMERCIO DE MEDICAMENTOS LTDA;CE;392,17;
1;477047282;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;81074,0;DROGARIA AGUIAR PAULA LTDA;CE;990,64;
2;1293027532;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;92013,0;D MARTINS SILVA;PI;862,89;
3;634019744;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1079,4;
1;1937003549;47252;HYPERA S.A;91314,0;MEDFARMA DRUGSTORE LTDA - ME;CE;3300,75;
3;772310501;789112;MILI SA;80467,0;FEITOSA JR RUSSAS COMERCIO DE MEDICAMENTOS LTDA;CE;8791,85;
1;483076263;73474;SANFARMA INDUSTRIA, COMERCIO E IMPORTACAO E EXPORTACAO LTDA;93959,0;VIEIRA BARROS COMERCIO DE MEDICAMENTOS LTDA ME;CE;448,5;
7;1466009891;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;10663,0;ICL FARMACIA LTDA;BA;826,0;
2;1137050668;76066;INDUSTRIA DE ARTEF.BORR.INOVATEX LTDA (RILEX);131377,0;J L DE OLIVEIRA MOURA FE LTDA;PI;839,64;
6;1108014283;790595;CERAS JOHNSON LTDA;62243,0;DROGATEL FARMACIA LTDA;PI;1398,48;
5;353040695;792141;GROWUP INDUSTRIA DE ALIMENTOS E NUTRACEUTICOS LTDA;95647,0;DROGARIA ULTRA POPULAR MARANHENSE LTDA;MA;716,4;
8;2249001312;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;103740,0;M DAS N BENTO DO VALES ME;PE;1920,25;
8;2249001336;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101612,0;FRANCISCA MARIA RODRIGUES - ME;PE;3209,04;
1;1756012385;53333;GERMED FARMACEUTICA LTDA;81364,0;GALIANA CRISTINA R.VASCONCELOS;CE;456,29;
1;400285408;790808;MULTILAB IND E COM DE PROD FARMAC LTDA (NVQ);121937,0;A C ARAUJO COMERCIO DE MEDICAMENTOS;CE;254,31;
2;2114005003;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;55107,0;MARIRRELLY RIBEIRO CARDOSO MEE;PI;295,29;
1;424067284;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;120511,0;FARMACIA GRIGORIO LTDA ME;CE;759,46;759,46
1;89086514;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;99633,0;E&G CARLOS FARMACEUTICOS LTDA. - ME;CE;489,62;
1;559025558;47252;HYPERA S.A;92306,0;A J COMERCIAL DE MEDICAMENTOS LTDA ME;CE;3692,04;
7;2261005949;795402;LAVI DISPOSITIVOS MEDICOS DO BRASIL LTDA;119577,0;FERRAZ ANDRADE PRODUTOS FARMACEUTICOS LTDA;BA;699,0;
8;1601007838;789603;SOFTYS BRASIL LTDA;122071,0;GS FARMA COMERCIO E DISTRIBUICAO LTDA MEGS FARMA;PE;1258,92;
8;1907007535;789603;SOFTYS BRASIL LTDA;100612,0;DROG FARIAS OLIVEIRA LTDA;PE;714,45;
1;1478012969;47252;HYPERA S.A;93183,0;DROGARIA AGUIA LTDA;CE;3212,44;
3;20018419;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;87326,0;EXTRA SAO JOSE COMERCIO DE ALIMENTOS LTDA;CE;13220,21;
3;5950012162;789603;SOFTYS BRASIL LTDA;20039,0;I E J COMERCIO DE MEDICAMENTOS DO BRASIL LTDA;CE;1467,12;
1;1465020021;33928;GEOLAB IND FARMACEUTICA S/A;95528,0;JOSE DION FREITAS EIRELI ME;CE;301,68;
3;441020587;789603;SOFTYS BRASIL LTDA;97835,0;FARMACIA THEBERGE LTDA;CE;1564,92;
2;2114005091;789603;SOFTYS BRASIL LTDA;97011,0;R F  SOUSA COMÉRCIO DE MEDICAMENTOS LTDA;PI;1061,46;
8;2402001407;789603;SOFTYS BRASIL LTDA;100933,0;A J C COMERCIO DE MEDICAMENTOS LTDA - ME;PE;108,22;
1;1117024818;793247;NATIVITA INDUSTRIA E COMERCIO LTDA;129903,0;NOGUEIRA DROGARIA LTDA ME;CE;634,12;
8;1601008142;791209;HIDROLIGHT DO BRASIL S.A;102104,0;OSIEL BARBOZA DA SILVA FARMACIA ME;PE;400,2;
5;2399001234;5582;EMS S/A;92677,0;F P ALMEIDA FARMACIA;MA;900,07;
3;1324004403;789603;SOFTYS BRASIL LTDA;80467,0;F LUIS FEITOSA E CIA LTDA  ME;CE;293,42;
1;1756012671;47252;HYPERA S.A;124934,0;M B DE SOUSA FILHO  ME;CE;1724,49;
1;477047614;789525;ACHE LABORATORIOS FARMACEUTICOS S/A;81074,0;DROGARIA AGUIAR PAULA LTDA;CE;201,39;
1;559025846;47252;HYPERA S.A;96097,0;DENISE KEILY PINHEIRO DE CARVALHO;CE;392,17;
5;2000002849;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;95683,0;MJ EMPREENDIMENTO LTDA;MA;2830,88;
3;2190001236;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;134862,0;FRANCISCA NATILDE DA SILVA CASTRO;CE;1799,64;
3;530076504;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;80576,0;FARMACIA CAUCAIA LTDA ME FILIAL 2;CE;4900,29;
7;2477000316;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;130471,0;FARMÁCIA BEM-ESTAR SÃO ROQUE LTDA;BA;5035,06;
3;1384013394;789603;SOFTYS BRASIL LTDA;97346,0;J CAMPOS BOSFORD;CE;10233,15;
3;1007015535;790094;DENTAL CLEAN - HIGIMASTER DIST DE PROD DE HIG LTDA;120864,0;MERCANTIL DLS DE ALIMENTOS LTDA;CE;980,09;
1;953043557;793186;ACCUMED PRODUTOS MEDICO HOSPITALARES LTDA;86252,0;FARMACIA LUCIANA SAMPAIO DIOGENES ROLIM LTDA;CE;1199,8;
3;2245002347;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;133581,0;B DE F EVANGELISTA E CIA LTDA;CE;679,92;
8;1142021453;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;101675,0;F AUGUSTO & W FARIAS COMERCIO DE MEDICAMENTOS LTDA;PE;1335,23;
1;1993004541;47252;HYPERA S.A;130721,0;J G DE MORAIS FIUSA MEDICAMENTOS LTDA;CE;1634,04;
3;1045003569;789112;MILI SA;87995,0;SUPERMERCADO MORANGUINHO CASCAVEL- 3;CE;16518,3;
7;1539009096;792121;GIOVANNA BABY - PRO NOVA DIST E COM DE COSMETICOS LTDA;204,0;MARTINS COMERCIO DE MEDICAMENTOS LTDA;BA;71,7;
7;2409000780;47252;HYPERA S.A;5112,0;FARMACIA IBIPEBA LTDA;BA;228,26;
7;2405000561;47252;HYPERA S.A;8285,0;ALVES E LIMA COMERCIO DE MEDICAMENTOS LTDA  ;BA;1827,39;
1;530076698;795257;HERBALSAVE PRODUTOS NATURAIS E IMPORTACAO LTDA;80576,0;DROGAMASTER LTDA EPP;CE;964,17;5,99
1;477047275;794365;LABOFARMA PRODUTOS FARMACEUTICOS LTDA;88472,0;P A DE SOUSA LOPES FARMACIA LTDA;CE;1778,27;
7;2457000167;789603;SOFTYS BRASIL LTDA;10129,0;49.632.515 LEANDRO DOS SANTOS BRAGA;BA;2999,4;
3;1518014545;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;95807,0;FARMACIA DR NAHIN LTDA;CE;4044,89;
7;1166014192;30307;CCM IND E COM DE PROD DESCARTAVEIS S/A;129855,0;MLA FARMA COMERCIO PRODUTOS FARMACEUTICOS LTDA;BA;383,92;
3;1324004209;789603;SOFTYS BRASIL LTDA;80467,0;THALYNNE NOBREGA QUEIROGA FEIT;CE;22987,36;
2;1293027532;47252;HYPERA S.A;92013,0;D MARTINS SILVA;PI;862,89;
3;634019744;795345;DINNO BABY - DIST DE COSMET BY FATTORE LTDA - EPP;81356,0;FARMACIA ESPERANCA DIVINA LTDA;CE;1079,4;
3;14020321;794319;EUROFRAL PRODUTOS DE HIGIENE LTDA;83453,0;FCO RIVAILLDON TELES BRAGA F1;CE;2939,88;
